iteracao;melhor_custo;
592;50671,80228;
593;50671,80228;
594;50671,80228;
595;50671,80228;
596;50671,80228;
597;50671,80228;
598;50671,80228;
599;50671,80228;
600;50671,80228;
601;50671,80228;
602;50671,80228;
603;50671,80228;
604;50671,80228;
605;50671,80228;
606;50671,80228;
607;50671,80228;
608;50671,80228;
609;50671,80228;
610;50671,80228;
611;50671,80228;
612;50671,80228;
613;50671,80228;
614;50671,80228;
615;50671,80228;
616;50671,80228;
617;50671,80228;
618;50671,80228;
619;50671,80228;
620;50671,80228;
621;50671,80228;
622;50671,80228;
623;50671,80228;
624;50671,80228;
625;50671,80228;
626;50671,80228;
627;50671,80228;
628;50671,80228;
629;50671,80228;
630;50671,80228;
631;50671,80228;
632;50671,80228;
633;50671,80228;
634;50671,80228;
635;50671,80228;
636;50671,80228;
637;50671,80228;
638;50671,80228;
639;50671,80228;
640;50671,80228;
641;50671,80228;
642;50671,80228;
643;50671,80228;
644;50671,80228;
645;50671,80228;
646;50671,80228;
647;50671,80228;
648;50671,80228;
649;50671,80228;
650;50671,80228;
651;50671,80228;
652;50671,80228;
653;50671,80228;
654;50671,80228;
655;50671,80228;
656;50671,80228;
657;50671,80228;
658;50671,80228;
659;50671,80228;
660;50671,80228;
661;50671,80228;
662;50671,80228;
663;50671,80228;
664;50671,80228;
665;50671,80228;
666;50671,80228;
667;50671,80228;
668;50671,80228;
669;50671,80228;
670;50671,80228;
671;50671,80228;
672;50671,80228;
673;50671,80228;
674;50671,80228;
675;50671,80228;
676;50671,80228;
677;50671,80228;
678;50671,80228;
679;50671,80228;
680;50671,80228;
681;50671,80228;
682;50671,80228;
683;50671,80228;
684;50671,80228;
685;50671,80228;
686;50671,80228;
687;50671,80228;
688;50671,80228;
689;50671,80228;
690;50671,80228;
691;50671,80228;
692;50671,80228;
693;50671,80228;
694;50671,80228;
695;50671,80228;
696;50671,80228;
697;50671,80228;
698;50671,80228;
699;50671,80228;
700;50671,80228;
701;50671,80228;
702;50671,80228;
703;50671,80228;
704;50671,80228;
705;50671,80228;
706;50671,80228;
707;50671,80228;
708;50671,80228;
709;50671,80228;
710;50671,80228;
711;50671,80228;
712;50671,80228;
713;50671,80228;
714;50671,80228;
715;50671,80228;
716;50671,80228;
717;50671,80228;
718;50671,80228;
719;50671,80228;
720;50671,80228;
721;50671,80228;
722;50671,80228;
723;50671,80228;
724;50671,80228;
725;50671,80228;
726;50671,80228;
727;50671,80228;
728;50671,80228;
729;50671,80228;
730;50671,80228;
731;50671,80228;
732;50671,80228;
733;50671,80228;
734;50671,80228;
735;50671,80228;
736;50671,80228;
737;50671,80228;
738;50671,80228;
739;50671,80228;
740;50671,80228;
741;50671,80228;
742;50671,80228;
743;50671,80228;
744;50671,80228;
745;50671,80228;
746;50671,80228;
747;50671,80228;
748;50671,80228;
749;50671,80228;
750;50671,80228;
751;50671,80228;
752;50671,80228;
753;50671,80228;
754;50671,80228;
755;50671,80228;
756;50671,80228;
757;50671,80228;
758;50671,80228;
759;50671,80228;
760;50671,80228;
761;50671,80228;
762;50671,80228;
763;50671,80228;
764;50671,80228;
765;50671,80228;
766;50671,80228;
767;50671,80228;
768;50671,80228;
769;50671,80228;
770;50671,80228;
771;50671,80228;
772;50671,80228;
773;50671,80228;
774;50671,80228;
775;50671,80228;
776;50671,80228;
777;50671,80228;
778;50671,80228;
779;50606,78156;
780;50606,78156;
781;50606,78156;
782;50606,78156;
783;50606,78156;
784;50606,78156;
785;50606,78156;
786;50606,78156;
787;50606,78156;
788;50606,78156;
789;50606,78156;
790;50606,78156;
791;50606,78156;
792;50606,78156;
793;50606,78156;
794;50606,78156;
795;50606,78156;
796;50606,78156;
797;50606,78156;
798;50606,78156;
799;50606,78156;
800;50606,78156;
801;50606,78156;
802;50606,78156;
803;50606,78156;
804;50606,78156;
805;50606,78156;
806;50606,78156;
807;50606,78156;
808;50606,78156;
809;50606,78156;
810;50606,78156;
811;50606,78156;
812;50606,78156;
813;50606,78156;
814;50606,78156;
815;50606,78156;
816;50606,78156;
817;50606,78156;
818;50606,78156;
819;50606,78156;
820;50606,78156;
821;50606,78156;
822;50606,78156;
823;50606,78156;
824;50606,78156;
825;50606,78156;
826;50606,78156;
827;50606,78156;
828;50606,78156;
829;50606,78156;
830;50606,78156;
831;50606,78156;
832;50606,78156;
833;50606,78156;
834;50606,78156;
835;50606,78156;
836;50606,78156;
837;50606,78156;
838;50606,78156;
839;50606,78156;
840;50606,78156;
841;50606,78156;
842;50606,78156;
843;50606,78156;
844;50606,78156;
845;50606,78156;
846;50606,78156;
847;50606,78156;
848;50606,78156;
849;50606,78156;
850;50606,78156;
851;50606,78156;
852;50606,78156;
853;50606,78156;
854;50606,78156;
855;50606,78156;
856;50606,78156;
857;50606,78156;
858;50606,78156;
859;50606,78156;
860;50606,78156;
861;50606,78156;
862;50606,78156;
863;50606,78156;
864;50606,78156;
865;50606,78156;
866;50606,78156;
867;50606,78156;
868;50606,78156;
869;50606,78156;
870;50606,78156;
871;50606,78156;
872;50606,78156;
873;50606,78156;
874;50606,78156;
875;50606,78156;
876;50606,78156;
877;50606,78156;
878;50606,78156;
879;50606,78156;
880;50606,78156;
881;50606,78156;
882;50606,78156;
883;50606,78156;
884;50606,78156;
885;50606,78156;
886;50606,78156;
887;50606,78156;
888;50606,78156;
889;50606,78156;
890;50606,78156;
891;50606,78156;
892;50606,78156;
893;50606,78156;
894;50606,78156;
895;50606,78156;
896;50606,78156;
897;50606,78156;
898;50606,78156;
899;50606,78156;
900;50606,78156;
901;50606,78156;
902;50606,78156;
903;50606,78156;
904;50606,78156;
905;50606,78156;
906;50606,78156;
907;50606,78156;
908;50606,78156;
909;50606,78156;
910;50606,78156;
911;50606,78156;
912;50606,78156;
913;50606,78156;
914;50606,78156;
915;50606,78156;
916;50606,78156;
917;50606,78156;
918;50606,78156;
919;50606,78156;
920;50606,78156;
921;50606,78156;
922;50606,78156;
923;50606,78156;
924;50606,78156;
925;50606,78156;
926;50606,78156;
927;50606,78156;
928;50606,78156;
929;50606,78156;
930;50606,78156;
931;50606,78156;
932;50606,78156;
933;50606,78156;
934;50606,78156;
935;50606,78156;
936;50606,78156;
937;50606,78156;
938;50606,78156;
939;50606,78156;
940;50606,78156;
941;50606,78156;
942;50606,78156;
943;50606,78156;
944;50606,78156;
945;50606,78156;
946;50606,78156;
947;50606,78156;
948;50606,78156;
949;50606,78156;
950;50606,78156;
951;50606,78156;
952;50606,78156;
953;50606,78156;
954;50606,78156;
955;50606,78156;
956;50606,78156;
957;50606,78156;
958;50606,78156;
